Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Hay, K; Nelin, M; Carey, H; Chorna, O; Moore-Clingenpeel, M; Maitre, N",,,,"Hay, Krystal; Nelin, MaryAnn; Carey, Helen; Chorna, Olena; Moore-Clingenpeel, Melissa; Maitre, Nathalie",,NCH Early Dev Grp,Hammersmith Infant Neurological Examination Asymmetry Score Distinguishes Hemiplegic Cerebral Palsy From Typical Development,PEDIATRIC NEUROLOGY,,,,,,,,,,,,"BACKGROUND: The Hammersmith Infant Neurological Examination is one of several useful tools for early identification of cerebral palsy; however, cut-off scores for cerebral palsy do not consistently distinguish infants with hemiplegia from those typically developing. We hypothesized that use of an asymmetry score, in addition to the assessment's standard total cutoff score, could remedy this problem in a clinical setting. METHODS: This retrospective study of a neonatal intensive care follow-up program with consistent clinical use of the Hammersmith Infant Neurological Examination matched infants with a diagnosis of cerebral palsy to infants without motor delays or evidence of neurodevelopmental impairments. Groups had same corrected and gestational ages at Hammersmith Infant Neurological Examination assessment. Asymmetry presence was recorded. RESULTS: Of 74 infants with cerebral palsy, 28 had quadriplegia, 11 had diplegia, and 35 had hemiplegia. Median total Hammersmith Infant Neurological Examination and asymmetry scores for hemiplegia were 57.5 and 10 versus 76 and 0 for those without cerebral palsy. Sensitivity and specificity to distinguish hemiplegia from typical development by combining a total Hammersmith Infant Neurological Examination score less than 63 and an asymmetry score greater than 5 were 91.8% and 100%, respectively. CONCLUSIONS: In a clinical setting, combining total Hammersmith Infant Neurological Examination and asymmetry scores can help providers differentiate infants with hemiplegia from those typically developing. (C) 2018 Elsevier Inc. All rights reserved.",,,,,"Chorna, Olena/ABH-3566-2020","Chorna, Olena/0000-0002-2570-1597; Nelin, Mary Ann/0000-0002-5668-0629; Maitre, Nathalie/0000-0001-8520-9302",,,,,,,,,,,,,0887-8994,1873-5150,,,,OCT,2018,87.0,,,,,,70,74,,10.1016/j.pediatrneurol.2018.07.002,0,,,,,,,,30190180.0000,,,,,WOS:000454972400014,0.0
J,"Mathew, P; Pannek, K; Snow, P; D'Acunto, MG; Guzzetta, A; Rose, SE; Colditz, PB; Finnighan, S",,,,"Mathew, Preethi; Pannek, Kerstin; Snow, Pamela; D'Acunto, M. Giulia; Guzzetta, Andrea; Rose, Stephen E.; Colditz, Paul B.; Finnighan, Simon",,,Maturation of Corpus Callosum Anterior Midbody Is Associated with Neonatal Motor Function in Eight Preterm-Born Infants,NEURAL PLASTICITY,,,,,,,,,,,,"Background. The etiology of motor impairments in preterm infants is multifactorial and incompletely understood. Whether corpus callosum development is related to impaired motor function is unclear. Potential associations between motor-related measures and diffusion tensor imaging (DTI) of the corpus callosum in preterm infants were explored. Methods. Eight very preterm infants (gestational age of 28-32 weeks) underwent the Hammersmith neonatal neurological examination and DTI assessments at gestational age of 42 weeks. The total Hammersmith score and a motor-specific score (sum of Hammersmith motor subcategories) were calculated. Six corpus callosum regions of interest were defined on the mid-sagittal DTI slice-genu, rostral body, anterior midbody, posterior midbody, isthmus, and splenium.. e fractional anisotropy (FA) and mean diffusivity (MD) of these regions were computed, and correlations between these and Hammersmith measures were sought. Results. Anterior midbody FA measures correlated positively with total Hammersmith (rho = 0.929, p = 0.001) and motor-specific scores (rho = 0.857, p = 0.007). Total Hammersmith scores also negatively correlated with anterior midbody MD measures (rho = -0.714, p = 0.047). Discussion. These results suggest the integrity of corpus callosum axons, particularly anterior midbody axons, is important in mediating neurological functions. Greater callosal maturation was associated with greater motor function. Corpus callosum DTI may prove to be a valuable screening or prognostic marker.",,,,,"Rose, Stephen/C-8044-2009; Finnigan, Simon/F-8034-2010; Pannek, Kerstin/C-8059-2011; Guzzetta, Andrea/F-1503-2010; D'Acunto, Giulia/K-2484-2018; Colditz, Paul B/F-6772-2010","Finnigan, Simon/0000-0003-1291-0741; Pannek, Kerstin/0000-0002-6512-7630; Guzzetta, Andrea/0000-0003-3868-0059; D'Acunto, Giulia/0000-0002-1464-9113; Colditz, Paul B/0000-0002-6408-8238; Snow, Pamela/0000-0002-2426-8349; Rose, Stephen/0000-0003-1558-6297",,,,,,,,,,,,,2090-5904,1687-5443,,,,,2013,2013.0,,,,,,,,359532,10.1155/2013/359532,0,,,,,,,,23509639.0000,,,,,WOS:000314540800001,0.0
J,"Eeles, AL; Olsen, JE; Walsh, JM; McInnes, EK; Molesworth, CML; Cheong, JLY; Doyle, LW; Spittle, AJ",,,,"Eeles, Abbey L.; Olsen, Joy E.; Walsh, Jennifer M.; McInnes, Emma K.; Molesworth, Charlotte M. L.; Cheong, Jeanie L. Y.; Doyle, Lex W.; Spittle, Alicia J.",,,Reliability of Neurobehavioral Assessments from Birth to Term Equivalent Age in Preterm and Term Born Infants,PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS,,,,,,,,,,,,"Neurobehavioral assessments provide insight into the functional integrity of the developing brain and help guide early intervention for preterm (<37 weeks' gestation) infants. In the context of shorter hospital stays, clinicians often need to assess preterm infants prior to term equivalent age. Few neurobehavioral assessments used in the preterm period have established interrater reliability. Aim: To evaluate the interrater reliability of the Hammersmith Neonatal Neurological Examination (HNNE) and the NICU Network Neurobehavioral Scale (NNNS), when used both preterm and at term (>36 weeks). Methods: Thirty-five preterm infants and 11 term controls were recruited. Five assessors double-scored the HNNE and NNNS administered either preterm or at term. A one-way random effects, absolute, single-measures interclass correlation coefficient (ICC) was calculated to determine interrater reliability. Results: Interrater reliability for the HNNE was excellent (ICC > 0.74) for optimality scores, and good (ICC 0.60-0.74) to excellent for subtotal scores, except for Tone Patterns' (ICC 0.54). On the NNNS, interrater reliability was predominantly excellent for all items. Interrater agreement was generally excellent at both time points. Conclusions: Overall, the HNNE and NNNS neurobehavioral assessments demonstrated mostly excellent interrater reliability when used prior to term and at term.",,,,,"Doyle, Lex/AAJ-5205-2021","Doyle, Lex/0000-0002-7667-7312; Spittle, Alicia/0000-0002-6535-661X; Cheong, Jeanie/0000-0001-5901-0455",,,,,,,,,,,,,0194-2638,1541-3144,,,,,2017,37.0,1,,,,,108,119,,10.3109/01942638.2015.1135845,0,,,,,,,,27002541.0000,,,,,WOS:000395123000009,0.0
J,"Huf, IU; Baque, E; Colditz, PB; Chatfield, MD; Ware, RS; Boyd, RN; George, JM",,,,"Huf, Isabel U.; Baque, Emmah; Colditz, Paul B.; Chatfield, Mark D.; Ware, Robert S.; Boyd, Roslyn N.; George, Joanne M.",,,Neurological examination at 32-weeks postmenstrual age predicts 12-month cognitive outcomes in very preterm-born infants,PEDIATRIC RESEARCH,,,,,,,,,,,,"BACKGROUND: To determine the diagnostic accuracy of Hammersmith Neonatal Neurological Examination (HNNE) at 30-32 weeks postmenstrual age (PMA, 'Early') and term equivalent age (TEA) in infants born <31 weeks PMA to predict cognitive outcomes at 12 months corrected age (CA). METHODS: Prospective cohort study of 119 infants (73 males; median 28.4 weeks gestational age at birth) who underwent Early and TEA HNNE. At 12 months CA, 104 participants completed Bayley Scales of Infant and Toddler Development, 3rd Edition, (Bayley-III). Optimum cut-off points for each HNNE subscale were determined to establish diagnostic accuracy for predicting adverse cognitive outcomes on the Bayley-III Cognitive Composite Scale (<= 85). RESULTS: The best diagnostic accuracy for HNNE total score at 30-32 weeks PMA predicting cognitive impairment occurred at cutoff <= 16.7 (sensitivity (Se) = 71%, specificity (Sp) = 51%). The Abnormal Signs subscale demonstrated the best balance of sensitivity/specificity combination (Se = 71%, Sp = 71%; cut-off <= 1.5). For HNNE at TEA, the total score at cut-off <= 24.5 had Se = 71% and Sp = 47% for predicting cognitive impairment. The Tone Patterns subscale demonstrated the strongest diagnostic accuracy at TEA (Se = 71%, Sp = 63%; cut-off 3). CONCLUSIONS: Early and TEA HNNE demonstrated moderate diagnostic accuracy for cognitive outcomes at 12-months CA in infants born <31 weeks gestational age.",,,,,"George, Joanne Margaret/R-3812-2016; Chatfield, Mark D/N-2278-2013; Ware, Robert/B-2024-2014","George, Joanne Margaret/0000-0003-4893-6564; Chatfield, Mark D/0000-0002-0004-6274; Ware, Robert/0000-0002-6129-6736",,,,,,,,,,,,,0031-3998,1530-0447,,,,,,,,,,,,,,,10.1038/s41390-022-02310-6,0,,SEP 2022,,,,,,36151299.0000,,,,,WOS:000857685600005,0.0
J,"West, CR; Williams, CE; Harding, JE; Battin, MR",,,,"West, CR; Williams, CE; Harding, JE; Battin, MR",,,Spectral Edge Frequency measurements in the first week predict Hammersmith neonatal neurology score near term in a cohort of premature infants,PEDIATRIC RESEARCH,,,,,Annual Meeting of the Pediatric-Academic-Societies,"MAY   04, 2004","San Francisco, CA",Pediatr Acad Soc,,,,,,,,,,,,,,,,,,,,,,,0031-3998,,,,,APR,2004,55.0,4,2.0,S,,2376,418A,418A,,,,,,,,,,,,,,,,WOS:000220591102441,0.0
J,"Golin, MO; Souza, FIS; Paiva, LD; Sarni, ROS",,,,"Golin, Marina Ortega; Souza, Fabiola Isabel Suano; Paiva, Laercio da Silva; Sarni, Roseli Oselka Sacardo",,,The Value of Clinical Examination in Preterm Newborns after Neonatal Sepsis: A Cross-sectional Observational Study.,DEVELOPMENTAL NEUROREHABILITATION,,,,,,,,,,,,"Background: Neonatal sepsis is an important risk factor for lesions in the brain of preterm newborns (PTNB) and the most effective strategies to minimize its deleterious effects are early detection and intervention.Aim: To investigate the presence of neurological abnormalities in PTNBs after neonatal sepsis. Methods: This was a prospective cross-sectional study with 100 PTNBs selected at random, 50 of the study group (sepsis) and 50 of the control group (non-sepsis). The neurological evaluation protocol adopted was the Hammersmith Neonatal Neurological Examination (HNNE). Results: The PTNBs of the sepsis group had total HNNE scores lower than expected for normality in 86% of the cases, and the non-sepsis group in 26% (p < .001). Higher prevalence levels of altered scores in tone category (p < .001), tone patterns (p = .026), reflexes (p = .002), movements (p < .001), abnormal signs (p < .001) and behavior (p < .001). Conclusion: The neurological dysfunctions after neonatal sepsis could be identified by clinical neonatal neurological evaluation.",,,,,"Sarni, Roseli OS/O-7806-2015",,,,,,,,,,,,,,1751-8423,1751-8431,,,,FEB 17,2022,25.0,2,,,,,80,86,,10.1080/17518423.2021.1941372,0,,JUL 2021,,,,,,34346264.0000,,,,,WOS:000681192900001,0.0
J,"Setanen, S; Lahti, K; Lehtonen, L; Parkkola, R; Maunu, J; Saarinen, K; Haataja, L",,,,"Setanen, Sirkku; Lahti, Katri; Lehtonen, Liisa; Parkkola, Riitta; Maunu, Jonna; Saarinen, Katriina; Haataja, Leena",,,Neurological examination combined with brain MRI or cranial US improves prediction of neurological outcome in preterm infants,EARLY HUMAN DEVELOPMENT,,,,,,,,,,,,"Background: The predictive value of the combination of neurological examination and brain magnetic resonance imaging (MRI) or cranial ultrasound (cUS) in preterm infants is not known. Aims: To study the prognostic value of the combination of neurological examination and brain MRI at term equivalent age (TEA) or serial neonatal cUS in very preterm infants for neurosensory outcome at 2 years of corrected age. Study design: A prospective follow-up study. Subjects: A total of 216 very preterm infants (birth weight 1132 g [SD 331 g]) born in Turku University Hospital, from 2001 to 2006, were included. Outcome measures: The Dubowitz neurologic examination and brain MRI were done at TEA, and serial cUS examinations were performed until TEA. The Hammersmith Infant Neurological Examination (HINE) and neurosensory impairments (NSI) were assessed at 2 years of corrected age. Results: Of all infants, 163 (76%) had one or more deviant neurological items at TEA, and 32 (15%) had the HINE total score below the 10th percentile at 2 years of corrected age. A total of 17 (8%) infants had NSI. Neurological examination at TEA improved the negative and positive predictive values of brain MRI for NSI from 99% to 100%, and from 28% to 35%, respectively, and the negative and positive predictive values of cUS from 97% to 100%, and from 61% to 79%, respectively. Conclusions: The combination of the Dubowitz neurologic examination and the brain MRI at TEA or serial neonatal cUS provides a valuable clinical tool for predicting long-term neurosensory outcome in preterm infants. (C) 2014 Elsevier Ireland Ltd. All rights reserved.",,,,,"Parkkola, Riitta/AAZ-1341-2020; Haataja, Leena/G-1160-2016; Haataja, Leena/GPG-3986-2022","Haataja, Leena/0000-0002-8057-6194; Lehtonen, Liisa/0000-0001-8925-2594; Lahti, Katri/0000-0002-4024-9949",,,,,,,,,,,,,0378-3782,1872-6232,,,,DEC,2014,90.0,12,,,,,851,856,,10.1016/j.earlhumdev.2014.09.007,0,,,,,,,,25463831.0000,,,,,WOS:000347130800010,0.0
J,"Stjerna, S; Lano, A; Metsaranta, M; Vanhatalo, S",,,,"Stjerna, Susanna; Lano, Aulikki; Metsaranta, Marjo; Vanhatalo, Sampsa",,,Cumulative deviance scores can be used as an alternative to the Hammersmith Neonatal Neurological Examination in scientific research,ACTA PAEDIATRICA,,,,,,,,,,,,,,,,,"Lano, Aulikki/HGC-3396-2022; Lano, Aulikki/J-6328-2015","Lano, Aulikki/0000-0003-1708-4514",,,,,,,,,,,,,0803-5253,1651-2227,,,,SEP,2015,104.0,9,,,,,E414,E416,,10.1111/apa.13066,0,,,,,,,,26059722.0000,,,,,WOS:000359786100007,0.0
J,"Ong, WJ; Baral, VR; Ereno, IL; Sultana, R; Yeo, CL",,,,"Ong, Wei J.; Baral, Vijayendra R.; Ereno, Imelda L.; Sultana, Rehena; Yeo, Cheo L.",,,Comparison of the neurobehavioural profile of early-preterm infants against term and late-preterm infants using the Hammersmith neonatal neurological examination,JOURNAL OF PAEDIATRICS AND CHILD HEALTH,,,,,,,,,,,,"Aim To compare the neurobehavioural profile of early-preterm infants (<32 weeks gestation) at term-corrected age (39(+0)-41(+6) weeks) versus late-preterm and full-term infants at similar term gestational ages. Methods Early-preterm infants were assessed neurologically at term-corrected age using the Hammersmith neonatal neurological examination. The raw scores of the 34 Hammersmith neonatal neurological examination items were converted to optimality scores. Pairwise comparison of neurobehavioural patterns between early-preterm infants at term-corrected age versus late-preterm and full-term infants at similar gestational ages were made using independent sample t tests. Differences in optimality scores between the three groups were evaluated using one-way analysis of variance. Results Sixty-eight early-preterm infants assessed at term-corrected age were compared against 75 late-preterm infants and 133 full-term infants. Mean total optimality scores (+/- standard deviation) of early-preterm, late-preterm and full-term infants at term-corrected age were 27.68 (+/- 3.97), 29.09 (+/- 2.45) and 31.58 (+/- 1.39), respectively (P < 0.001). The mean optimality score of early-preterm infants was significantly lower when compared pairwise with late-preterm infants and full-term infants with mean difference of -1.42 (P = 0.013) and -3.91 (P < 0.001), respectively. Conclusion The neurobehavioural profile of early-preterm infants lags significantly behind those of late-preterm and full-term infants at term-corrected age. This study also provides reference raw and optimality scores for all items in the Hammersmith neonatal neurological examination for early-preterm infants in a predominantly Asian population.",,,,,,,,,,,,,,,,,,,1034-4810,1440-1754,,,,JAN,2023,59.0,1,,,,,72,80,,10.1111/jpc.16240,0,,OCT 2022,,,,,,36259255.0000,,,,,WOS:000869629700001,0.0
J,"Falsaperla, R; Mauceri, L; Pavone, P; Barbagallo, M; Vitaliti, G; Ruggieri, M; Pisani, F; Corsello, G",,,,"Falsaperla, Raffaele; Mauceri, Laura; Pavone, Piero; Barbagallo, Massimo; Vitaliti, Giovanna; Ruggieri, Martino; Pisani, Francesco; Corsello, Giovanni",,,Short-Term Neurodevelopmental Outcome in Term Neonates Treated with Phenobarbital versus Levetiracetam: A Single-Center Experience,BEHAVIOURAL NEUROLOGY,,,,,,,,,,,,"Background. Phenobarbital (PB) has been traditionally used as the first-line treatment for neonatal seizures. More recently, levetiracetam (LEV) has been increasingly used as a promising newer antiepileptic medication for treatment of seizures in neonates. Objectives. The aim of our study was to compare the effect of PB vs. LEV on short-term neurodevelopmental outcome in infants treated for neonatal seizures. Method. This randomized, one-blind prospective study was conducted on term neonates admitted to the Neonatal Intensive Care Unit of S. Bambino Hospital, University Hospital Policlinico-Vittorio Emanuele, Catania, Italy, from February 2016 to February 2018. Thirty term neonates with seizures were randomized to receive PB or LEV; the Hammersmith Neonatal Neurological Examination (HNNE) was used at baseline (T0) and again one month after the initial treatment (T1). Results. We found a significantly positive HNNE score for the developmental outcomes, specifically tone and posture, in neonates treated with LEV. There was no significant improvement in the HNNE score at T1 in the neonates treated with PB. Conclusion. This study suggests a positive effect of levetiracetam on tone and posture in term newborns treated for neonatal seizures. If future randomized-controlled studies also show better efficacy of LEV in the treatment of neonatal seizures, LEV might potentially be considered as the first-line anticonvulsant in this age group.",,,,,"Pisani, Francesco/K-3486-2018; Pavone, Piero/H-5097-2019; Ruggieri, Martino Michele Lucio Giovanni/A-3055-2014","Pavone, Piero/0000-0002-5600-9560; CORSELLO, Giovanni/0000-0002-0218-8110; Vitaliti, Giovanna/0000-0003-4181-6287; Falsaperla, Raffaele/0000-0002-4482-3506",,,,,,,,,,,,,0953-4180,1875-8584,,,,,2019,2019.0,,,,,,,,3683548,10.1155/2019/3683548,0,,,,,,,,31281546.0000,,,,,WOS:000471878100001,0.0
J,"Lawford, HLS; Nuamah, MA; Liley, HG; Lee, ACC; Botchway, F; Kumar, S; Adjei, AA; Bora, S",,,,"Lawford, Harriet L. S.; Nuamah, Mercy A.; Liley, Helen G.; Lee, Anne C. C.; Botchway, Felix; Kumar, Sailesh; Adjei, Andrew A.; Bora, Samudragupta",,IMPRINT Study Grp,Gestational Age-Specific Distribution of the Hammersmith Neonatal Neurological Examination Scores Among Low-Risk Neonates in Ghana,EARLY HUMAN DEVELOPMENT,,,,,,,,,,,,"Objective: To describe gestational age-specific distribution of scores for the Hammersmith Neonatal Neurological Examination (HNNE) up to 48 h after birth in a low-risk, term-born, single-center sample in Ghana. Study design: This is a nested substudy of a larger prospective study (IMPRINT: Impact of Malaria in Pregnancy on Infant Neurodevelopment) comprising 140 low-risk, term-born neonates at Korle Bu Teaching Hospital in Accra, Ghana, between November 2018 and February 2019. The sample was stratified into three gestational age groups: early-term (37 + 0-38 + 6, weeks + days; n = 61), full-term (39 + 0-40 + 6, weeks + days; n = 52), and late/post-term (41 + 0-42 + 6, weeks + days; n = 27). Neonates were administered the 34-item HNNE by trained physicians. As per the original British scoring system, raw scores for the Ghanaian sample were plotted and scores 10th centile were assigned a score of 1, 5th-10th centile 0.5, and < 5th centile 0. Results: The range of raw scores for 16/34 HNNE items varied with gestational age. Specifically, 100% (7/7), 50% (5/10), 33% (1/3), 20% (1/5), and 14% (1/7) of items within the orientation and behavior, tone, abnormal signs/patterns, movements, tone patterns, and reflexes subdomain, respectively showed a different distribution of scores above the 10th centile across the three gestational age groups. Conclusion: Differences in gestational age-specific results within our sample in comparison to the original British sample could be, albeit unlikely, due to misclassification of gestational age, unmeasured maternal or fetal morbidity, or perhaps more likely, variation in testing or test conditions, or some combination of these. Genetic variation in neurological development is also a possibility. Further research is warranted to determine the reasons for differences. Our findings highlight the need to determine the accuracy and reliability of standardized neurologic assessments in predicting neurodevelopmental risk for infants in lowand middle-income countries.",,,,,"Liley, Helen Gwendolin/C-5608-2011","Liley, Helen Gwendolin/0000-0002-8249-9516; Lawford, Harriet/0000-0002-9699-8201",,,,,,,,,,,,,0378-3782,1872-6232,,,,JAN,2021,152.0,,,,,,,,105133,10.1016/j.earlhumdev.2020.105133,0,,,,,,,,33249301.0000,,,,,WOS:000606572200007,0.0
